Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
@lajunglaradio,@lajunglaradio,"<[2020-04-27T13:28:53.140Z, 2020-04-27T13:30:46.856Z, 2020-04-27T13:42:08.271Z, 2020-04-27T15:14:07.549Z, 2020-04-27T19:00:11.208Z]>",User,,,,,,,,,,,,,,,,,,,,
@jralonso3,@jralonso3,<[2020-04-27T13:29:36.861Z]>,User,,,,,,,Tue Feb 23 21:08:02 CET 2010,,,,"Neurocientífico. Catedrático de Biología celular. Me gusta escribir, me gusta aprender.",,http://pbs.twimg.com/profile_images/1061287222207483904/7RMpfYS9_bigger.jpg,996,12011,José Ramón Alonso,Salamanca,,,
@caosazucarado,@caosazucarado,<[2020-04-27T13:29:36.861Z]>,User,,,,,,,Wed Feb 02 16:01:10 CET 2011,,,,"Lerda. Comento la actualidad, endulzo la vida. Escéptica. Atea. Cientifista. Feminista. Andaluza de Burgos #NoSinEvidencia Otra vez #Pint20MLG y ahora tb #HdC",,http://pbs.twimg.com/profile_images/1214961391939063814/et4a4M1F_bigger.jpg,996,4301,Soy un bot(ijo) #QuédateEnTuGalaxia,España,,,
@sai__tarak9999,@sai__tarak9999,<[2020-04-27T13:29:48.409Z]>,User,,,,,,,Mon Dec 24 19:09:42 CET 2018,,,,"#జైతెలుగుదేశం ||#TDPTwitter🚲||@tarak9999|| @ncbn|| @jaitdp ||@naralokesh|| @Nandamurikalyan||     ||
 #balayya
𝐁𝐚𝐜𝐤𝐮𝐩𝐬: @tarak9999__sai",,http://pbs.twimg.com/profile_images/1254319739616342017/T-tWDLKD_bigger.jpg,1518,1349,FAN OF బాలయ్య~రామయ్య~సిబియన్,"Amaravathi, Andhra Pradesh",,,
@drpestenegra78,@drpestenegra78,"<[2020-04-27T13:29:57.708Z, 2020-04-27T13:30:17.951Z]>",User,,,,,,,Thu Feb 28 18:19:18 CET 2019,,,,,,http://pbs.twimg.com/profile_images/1235406474970570752/GPf5giMM_bigger.jpg,310,306,@DoctorPlaga,,,,
@jmelchino,@jmelchino,<[2020-04-27T13:30:46.855Z]>,User,,,,,,,Sun Mar 11 23:15:22 CET 2018,,,,"!!!!!",,http://pbs.twimg.com/profile_images/1254527136150564866/FSri_-tg_bigger.jpg,265,245,JuanmaCasabermeja,Casabermeja,,,
@espaciomadrides,@espaciomadrides,"<[2020-04-27T13:33:09.159Z, 2020-04-27T13:33:24.456Z]>",User,,,,,,,Fri Jan 21 03:33:28 CET 2011,,,,"📰 Ocio, gastronomía y mucho más...
📸 𝐌𝐚𝐝𝐫𝐢𝐝
📱 Social Media
📩 info@espaciomadrid.es
#𝐄𝐬𝐩𝐚𝐜𝐢𝐨𝐌𝐚𝐝𝐫𝐢𝐝",,http://pbs.twimg.com/profile_images/2794801503/7931d06ad7f9ee2dcd5309522d17732c_bigger.png,3691,48395,Espacio Madrid,Madrid,,,
@yinette,@yinette,"<[2020-04-27T13:32:30.275Z, 2020-04-27T13:33:10.448Z]>",User,,,,,,,Mon May 14 23:58:28 CEST 2007,,,,No hay nada más hermoso que la risa. Frida Khalo,,http://pbs.twimg.com/profile_images/1235579240936091649/Oj10LEmC_bigger.jpg,8795,8562,yinette rojas marin,"Caracas, Venezuela",,,
@ilkaeg,@ilkaeg,"<[2020-04-27T13:32:30.275Z, 2020-04-27T13:32:30.276Z]>",User,,,,,,,Tue Aug 25 18:03:33 CEST 2015,,,,"Coordinadora Nacional @PFGJuridicosUBV, de la Universidad Bolivariana de Venezuela",,http://pbs.twimg.com/profile_images/804503564219453440/NDHaoHUi_bigger.jpg,2132,2342,Ilka Guerrero,Venezuela,,,
@laurafrancosfc,@laurafrancosfc,<[2020-04-27T13:33:09.159Z]>,User,,,,,,,Mon Jul 05 22:32:07 CEST 2010,,,,"Tourism - US/UNIDU 🗺📚  ""To travel is to live""  📍Sevilla🍊⚽️❤️ / Dubrovnik 🌅🌊",,http://pbs.twimg.com/profile_images/1177309880480387074/bo76xfox_bigger.jpg,2085,529,Lαυrα ,RSP - DBV,,,
@marialovessea,@marialovessea,<[2020-04-27T13:41:16.440Z]>,User,,,,,,,Wed Nov 27 11:14:16 CET 2013,,,,Retweets are not always endorsements,,http://pbs.twimg.com/profile_images/562741268326154240/LvD5pG1z_bigger.jpeg,3072,11716,Maria,,,,
@herve73950491,@herve73950491,<[2020-04-27T13:41:17.273Z]>,User,,,,,,,Thu Aug 02 10:54:33 CEST 2012,,,,"Médecin Généraliste Retraité 
pilote privé avion",,http://pbs.twimg.com/profile_images/963423943263694850/72XUrWev_bigger.jpg,4535,4077,HERVE,"Nantes, France",,,
@marimarlpez4,@marimarlpez4,<[2020-04-27T13:41:17.273Z]>,User,,,,,,,Thu Dec 20 20:24:42 CET 2018,,,,"Más que entender, imagino. Corazón de faralaes.
http://poesiaporquesi.home.blog",,http://pbs.twimg.com/profile_images/1150453073711681541/AhhIA4bM_bigger.png,232,244,Marimar López,,,,
@relaunchedheart,@relaunchedheart,<[2020-04-27T13:41:18.810Z]>,User,,,,,,,Tue Aug 08 01:53:00 CEST 2017,,,,photos & words mine unless noted otherwise.,,http://pbs.twimg.com/profile_images/1236844714894266369/eJvEayZJ_bigger.jpg,2638,3655,c,Hinterland,,,
@estonoescomida,@estonoescomida,<[2020-04-27T13:42:44.853Z]>,User,,,,,,,Mon Jul 02 21:49:51 CEST 2012,,,,"Ante cualquier recomendación sobre ejercicio, alimentación o estilo de vida, si no tiene coherencia evolutiva, duda. Duda mucho.",,http://pbs.twimg.com/profile_images/2570166266/s1g20ob5fy34545c8mk2_bigger.jpeg,425,10430,EstoNoEsComida,,,,
@bailopinto,@bailopinto,<[2020-04-27T13:42:44.853Z]>,User,,,,,,,Thu Nov 04 18:00:19 CET 2010,,,,,,http://pbs.twimg.com/profile_images/1184858413748101120/EVqxVTCx_bigger.jpg,18,404,Bailopinto,,,,
@fire_pyros,@fire_pyros,<[2020-04-27T13:44:10.799Z]>,User,,,,,,,Sun Jun 17 13:44:45 CEST 2018,,,,im a crazy pyromaniac.,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,10,6,Pyro,,,,
@manuelmoralo,@manuelmoralo,<[2020-04-27T13:44:10.799Z]>,User,,,,,,,Wed Jul 06 18:36:11 CEST 2011,,,,"Práctico del Derecho, en la Abogacía y en la Universidad. Mi blog: Estilo jurídico.",,http://pbs.twimg.com/profile_images/378800000670433227/4cc4929e85f7513c5bdca6357f1f2293_bigger.jpeg,3802,4539,Manuel Moralo Aragüete,Badajoz,,,
@uexbiblioteca,@uexbiblioteca,<[2020-04-27T13:44:10.799Z]>,User,,,,,,,Fri Jun 10 13:46:33 CEST 2011,,,,"Un servicio de apoyo para distintos usuarios y sus múltiples actividades.
!Nos esforzamos por mejorar!
Tour virtual en: http://bit.ly/1raiaMs",,http://pbs.twimg.com/profile_images/1389818399/bib_bigger.jpg,604,3124,Biblioteca Universidad de Extremadura,Universidad de Extremadura.,,,
@extensionuex,@extensionuex,<[2020-04-27T13:44:10.799Z]>,User,,,,,,,,,,,,,,,,,,,,
@beaquerotem8,@beaquerotem8,"<[2020-04-27T14:52:43.882Z, 2020-04-27T14:52:43.883Z]>",User,,,,,,,Sun Feb 03 13:18:59 CET 2013,,,,Proxecto de xornalista e de persoa,,http://pbs.twimg.com/profile_images/1081670818470481920/MTfLy-k0_bigger.jpg,322,340,Beatriz Fernández,"Ou ",,,
@timejustoficial,@timejustoficial,"<[2020-04-27T14:52:43.882Z, 2020-04-27T14:52:43.883Z]>",User,,,,,,,Thu May 12 13:48:28 CEST 2016,,,,"Medio independiente con toda la información actual. Internacional, nacional, autonómica, local, deportes, economía, política, cultura.",,http://pbs.twimg.com/profile_images/1239586265009401858/EDiIGuk4_bigger.jpg,1641,7358,TimeJust,España,,,
@sonia_perezb,@sonia_perezb,<[2020-04-27T14:52:51.504Z]>,User,,,,,,,Wed Jan 28 22:28:28 CET 2015,,,,Maestra y Técnica Educación Infantil. Monitora Ocio y Tiempo Libre. Madrid,,http://pbs.twimg.com/profile_images/562729033046425600/JPVRS6fs_bigger.jpeg,44,19,sonia p,,,,
@delphosinfantil,@delphosinfantil,<[2020-04-27T14:52:51.504Z]>,User,,,,,,,Tue Jun 03 12:36:56 CEST 2014,,,,"#Escuelainfantilbilingüe con un proyecto de estimulación temprana exitoso y respetuoso. Nuestro nuevo proyecto de acompañamiento una #Educacionasistidaconperro",,http://pbs.twimg.com/profile_images/1155766856709488645/L5HDBdiS_bigger.jpg,333,239,Escuela Infantil Delphos,"Madrid, Comunidad de Madrid",,,
@amalgamaagencia,@amalgamaagencia,<[2020-04-27T14:53:00.825Z]>,User,,,,,,,Tue Mar 19 15:15:52 CET 2013,,,,"Si siempre has querido escribir el libro de tu vida o transmitir tus conocimientos pero no tienes tiempo o experiencia, somos los editores que necesitas.",,http://pbs.twimg.com/profile_images/1014278980277501954/yQt6zkWo_bigger.jpg,370,339,Amalgama Escritores,España,,,
@embruixadora,@embruixadora,<[2020-04-27T14:53:00.825Z]>,User,,,,,,,Mon Nov 08 19:26:23 CET 2010,,,,"croquefilia
 concebollista
 horchatera
                                 🍕✂️",,http://pbs.twimg.com/profile_images/1252265951799783426/dg17KleR_bigger.jpg,190,2109,María 🍷,,,,
@elisabethiborra,@elisabethiborra,<[2020-04-27T14:53:00.825Z]>,User,,,,,,,,,,,,,,,,,,,,
@justoalopez,@justoalopez,,User,,,,,,,Wed Sep 19 22:15:14 CEST 2012,,,,Médico Neuroradiólogo Imagenólogo,,http://pbs.twimg.com/profile_images/1114595416031543296/NAXliMYk_bigger.jpg,5012,5975,Justo Lopez Madriz,Venezuela  .28 Diciembre,,,
@namshiew9,@namshiew9,<[2020-04-27T14:56:53.073Z]>,User,,,,,,,Mon Sep 19 04:13:04 CEST 2016,,,,nature,,http://pbs.twimg.com/profile_images/813347823064260608/ZZrP7muL_bigger.jpg,433,480,sila🦁,,,,
@jefteanibal,@jefteanibal,<[2020-04-27T14:57:32.662Z]>,User,,,,,,,Tue Mar 24 14:46:25 CET 2015,,,,Nada es mas fuerte que el sueño que nos une para siempre,,http://pbs.twimg.com/profile_images/1075585770222690306/2cpxisSh_bigger.jpg,2764,648,Anibal,,,,
@evitadinamita07,@evitadinamita07,<[2020-04-27T14:59:51.883Z]>,User,,,,,,,Thu Dec 06 18:53:04 CET 2012,,,,,,http://pbs.twimg.com/profile_images/869196721687072772/zcZ8q-CB_bigger.jpg,972,223,eva tirado,,,,
@dolo35164558,@dolo35164558,<[2020-04-27T15:01:01.953Z]>,User,,,,,,,Wed May 30 23:46:31 CEST 2018,,,,,,http://pbs.twimg.com/profile_images/1093253277611974656/O1IT0lOh_bigger.jpg,397,13,Dolo,,,,
@rbarrachinam,@rbarrachinam,<[2020-04-27T15:02:03.902Z]>,User,,,,,,,Wed Mar 04 12:52:34 CET 2020,,,,"Gestor de eventos y promoción digital.

Contacta conmigo: rbarrachinam@gmail.com",,http://pbs.twimg.com/profile_images/1235171540964126720/o9EWHmJr_bigger.jpg,75,38,rbarrachinam,"Valencia, España",,,
@silviamazzoli,@silviamazzoli,<[2020-04-27T15:02:03.902Z]>,User,,,,,,,Fri Jul 16 19:00:14 CEST 2010,,,,"Apasionada por #emprender y ayudar a emprender, mediante formación, asesoramiento y Guías Prácticas para montar negocios. #marketing ✍️",,http://pbs.twimg.com/profile_images/1084165253833867264/aEa1WOOh_bigger.jpg,3561,4349,Silvia Mazzoli,España,,,
@aljuescaba1,@aljuescaba1,<[2020-04-27T15:02:54.009Z]>,User,,,,,,,Thu May 16 23:03:26 CEST 2019,,,,,,http://pbs.twimg.com/profile_images/1195050865377320965/b6t2fStV_bigger.jpg,181,7,Aljuescaba,,,,
@aalcazar9,@aalcazar9,<[2020-04-27T15:03:10.225Z]>,User,,,,,,,Thu Jan 12 21:52:28 CET 2012,,,,"Vecina de Velilla, Trabajadora social y alcaldesa  socialista...socialista pase lo que pase...",,http://pbs.twimg.com/profile_images/2857199967/fc118fa4bc4e2b113ddb21a040997703_bigger.jpeg,374,412,Antonia Alcazar,Velilla de san Antonio,,,
@muarqse,@muarqse,<[2020-04-27T15:03:17.608Z]>,User,,,,,,,Mon Aug 08 19:16:56 CEST 2016,,,,"Museo Arqueológico de La Serena, Chile. Desde 1943 comprometido con la preservación y divulgación del patrimonio de la Región de Coquimbo.  #museoarqueologicols",,http://pbs.twimg.com/profile_images/978649207715389442/aKgytpkE_bigger.jpg,387,981,Museo Arqueológico de La Serena,"La Serena, Chile",,,
@latroncoso10,@latroncoso10,<[2020-04-27T15:03:17.608Z]>,User,,,,,,,Tue Apr 15 16:37:35 CEST 2014,,,,"Biblioteca y Archivo documental, que apoya la investigación en áreas de Arqueología, Antropología e Historia regional y nacional.",,http://pbs.twimg.com/profile_images/1161329446126837761/TKjric_X_bigger.jpg,161,44,Biblioteca Museo Arqueológico de La Serena,,,,
@redintegrarse,@redintegrarse,<[2020-04-27T15:04:55.301Z]>,User,,,,,,,Wed Mar 26 22:57:59 CET 2014,,,,INTEGRARSE es una alianza de las organizaciones promotoras de la RSE en Centroamérica y el Caribe,,http://pbs.twimg.com/profile_images/998990821314592768/KsTrSxx__bigger.jpg,1292,1840,Red Integrarse,,,,
@sumarse,@sumarse,<[2020-04-27T15:04:55.301Z]>,User,,,,,,,Mon Jun 10 17:03:41 CEST 2013,,,,Movilizamos al sector privado en la construcción de un futuro sostenible. Impulsamos la #RSE en 🇵🇦 desde 2009. Red Panamá del Pacto Global.,,http://pbs.twimg.com/profile_images/903634326306385920/d4y_B0T0_bigger.jpg,457,5690,Sumarse - Pacto Global Panamá,Panamá,,,
@mhalejandro,@mhalejandro,<[2020-04-27T15:06:36.011Z]>,User,,,,,,,Tue Mar 22 05:36:22 CET 2011,,,,"Asesor de marketing, de experiencias y estrategias digitales para la industria deportiva🥊⚾️🏈🏀⚽️",,http://pbs.twimg.com/profile_images/1227086291067523072/2tOMAX2v_bigger.jpg,91,70,Alejandro Montelongo,México,,,
@meta_pulso,@meta_pulso,<[2020-04-27T15:06:36.011Z]>,User,,,,,,,,,,,,,,,,,,,,
@jessica_gmartin,@jessica_gmartin,<[2020-04-27T15:07:00.374Z]>,User,,,,,,,Sat Dec 31 01:34:04 CET 2011,,,,Felizmente casada y madre de los niños más bonitos del mundo,,http://pbs.twimg.com/profile_images/2486296724/image_bigger.jpg,141,92,Jessica García,,,,
@tavogutierrezz,@tavogutierrezz,<[2020-04-27T15:08:29.781Z]>,User,,,,,,,Fri Feb 08 13:32:58 CET 2013,,,,Simplemente colombiano,,http://pbs.twimg.com/profile_images/485216531182526465/FHHc0fxD_bigger.jpeg,2849,1385,Adolfo Gutierrez,,,,
@danielacandiac,@danielacandiac,<[2020-04-27T15:09:30.068Z]>,User,,,,,,,Tue Jan 29 19:45:01 CET 2013,,,,,,http://pbs.twimg.com/profile_images/1238660349940948995/ARqWY46c_bigger.jpg,255,31,Daniela Candia,"Viña del Mar, Chile",,,
@blancalewin,@blancalewin,"<[2020-04-27T15:09:30.068Z, 2020-04-27T15:09:30.069Z]>",User,,,,,,,Wed Apr 29 04:23:41 CEST 2009,,,,As seen on TV,,http://pbs.twimg.com/profile_images/1217773923301019653/_AaXqn9O_bigger.jpg,1262,323234,Blanca Lewin,"Santiago, Chile",,,
@fcechile,@fcechile,<[2020-04-27T15:09:30.069Z]>,User,,,,,,,,,,,,,,,,,,,,
@mattmonss,@mattmonss,<[2020-04-27T15:10:58.650Z]>,User,,,,,,,Wed May 25 01:37:05 CEST 2016,,,,She/Her| Bisexual ❤💜💙 | Multishiper✌ | Multifandoms (Eizouken🌱💴💦👹• SU 💫 • MLB 🐞• Heathers🔪 • Bunch of Anime💥 • etc! ) | Commissions coming soon!! 💖💕,,http://pbs.twimg.com/profile_images/1240694623196061696/cVRCfUNS_bigger.jpg,308,88,💴~MattMonss~🌱,Under your bed,,,
@alethwonderful,@alethwonderful,<[2020-04-27T15:10:58.650Z]>,User,,,,,,,Wed Dec 28 20:06:14 CET 2016,,,,"Diseño gráfico • Ilustración • Amante de las historias, las estrellas y el chocolate • También escribo y hago vídeos",,http://pbs.twimg.com/profile_images/1237443841130553344/2hvIqZy6_bigger.jpg,425,133,Aleth,México,,,
@anaabregu,@anaabregu,"<[2020-04-27T15:13:23.207Z, 2020-04-27T16:18:28.167Z]>",User,,,,,,,Fri Oct 01 16:33:47 CEST 2010,,,,"Ana Abregú, diseñadora Web y escritora. Capacitación en diseño web. SEO posicionamiento. Autora de: Paranoxia Dalí,  Adelaida Sharp en tu tiempo. En Amazon.",,http://pbs.twimg.com/profile_images/1251709866000998402/debIPyeM_bigger.jpg,1082,395,Ana Abregu,Argentina,,,
@mumimumi09,@mumimumi09,"<[2020-04-27T15:13:23.207Z, 2020-04-27T16:18:28.167Z]>",User,,,,,,,,,,,,,,,,,,,,
@revistaenie,@revistaenie,"<[2020-04-27T15:13:23.207Z, 2020-04-27T16:18:28.167Z]>",User,,,,,,,,,,,,,,,,,,,,
@gamazomiguelin,@gamazomiguelin,<[2020-04-27T15:14:07.549Z]>,User,,,,,,,Sat Jul 26 12:02:00 CEST 2014,,,,"ingeniero de carreteras y correcaminos .flipo con @lajunglaradio y discapacitado tecnologico
EL RUEDAS",,http://pbs.twimg.com/profile_images/1082948376814067716/e6yLmRFW_bigger.jpg,390,984,el ruedas,,,,
@loreleii_,@loreleii_,<[2020-04-27T15:14:08.286Z]>,User,,,,,,,Fri Jul 17 02:22:32 CEST 2009,,,,"Soy comunicadora social - periodista, ya graduada.! Mamá de Joel y esposa de Fabián! Mi mejor arma mi sonrisa!",,http://pbs.twimg.com/profile_images/1209575764934512642/C4Hmnb6x_bigger.jpg,786,773,Loreleii Vanegas,,,,
@karlavillarealv,@karlavillarealv,"<[2020-04-27T15:14:08.286Z, 2020-04-27T15:18:57.506Z, 2020-04-27T15:22:10.927Z]>",User,,,,,,,Tue Apr 21 17:55:14 CEST 2020,,,,"Cantante 🎤
Escritora 📝
Zumba Instructor🎵⚡
Mamá 👦🏻👦🏼👧🏻
Esposa 👩‍❤️‍👨
Mujer 💪🏻
💥 ¡Ya pueden escuchar mi nuevo sencillo ""Te Quedas o te Vas! 💥",,http://pbs.twimg.com/profile_images/1252628405738143744/1r3ucfU3_bigger.jpg,51,779,karlavillarreal,,,,
@superafilador,@superafilador,,User,,,,,,,Wed Nov 29 00:22:47 CET 2017,,,,soy sumiso,,http://pbs.twimg.com/profile_images/948325616566325248/0cc-aI6G_bigger.jpg,537,401,Pertenezco por entero a @MistressMedusak 🐍,"Los Corrales, España",,,
@mistressmedusak,@mistressmedusak,,User,,,,,,,Sun Feb 23 14:53:22 CET 2020,,,,"Femme fatale. Apasionada del BDSM y del funcionamiento de la mente humana. Intensa, dura, exigente, severa, comprensiva. Naturalmente extrema.

🔥🔞🏳️‍🌈♀️🐺🌹",,http://pbs.twimg.com/profile_images/1250076992239800320/ai4g3dVc_bigger.jpg,93,588,Mistress Medusa 🐍,,,,
@josemarimadrid,@josemarimadrid,<[2020-04-27T15:15:06.688Z]>,User,,,,,,,Thu Feb 17 23:51:19 CET 2011,,,,"educación, arquitectura, tecnología, juventud...",,http://pbs.twimg.com/profile_images/1173225475705098240/ZHkY0fep_bigger.jpg,347,638,Josemaría Madrid,Madrid,,,
@anacastellarg,@anacastellarg,"<[2020-04-27T15:17:00.190Z, 2020-04-27T15:24:37.169Z, 2020-04-27T15:28:48.754Z, 2020-05-04T15:11:53.362Z]>",User,,,,,,,Tue Oct 31 08:46:44 CET 2017,,,,Escritora,,http://pbs.twimg.com/profile_images/1049332140834533377/1EAqKUTf_bigger.jpg,429,417,Ana Castellar,"Principado de Asturias, España",,,
@sabaconsultores,@sabaconsultores,<[2020-04-27T15:17:14.321Z]>,User,,,,,,,Wed Aug 15 20:53:49 CEST 2012,,,,"SABA Consultores, empresa líder en tecnología demoscópica.
Director: Salvador Borrego @SabaCartografo 
http://facebook.com/sabaconsultores",,http://pbs.twimg.com/profile_images/691831729112367104/_nPJ6wbN_bigger.png,1613,1270,SabaConsultores,México,,,
@sabacartografo,@sabacartografo,"<[2020-04-27T15:17:14.321Z, 2020-04-27T15:18:29.794Z]>",User,,,,,,,Fri Aug 20 03:09:59 CEST 2010,,,,Doctor en Estadística desde 1984. Funda en 1987 @SabaConsultores. Campos de aplicación: Gobiernos y Procesos Electorales.,,http://pbs.twimg.com/profile_images/1023968013018574848/WdUndmsM_bigger.jpg,112,795,Salvador Borrego,"Monterrey, Nuevo León, México",,,
@greyden17,@greyden17,<[2020-04-27T15:18:24.247Z]>,User,,,,,,,Tue Dec 18 22:50:04 CET 2018,,,,,,http://pbs.twimg.com/profile_images/1224300967186829312/rht1jGZ9_bigger.jpg,19,14,Greyden,,,,
@kurogami_team,@kurogami_team,<[2020-04-27T15:18:24.247Z]>,User,,,,,,,Tue Jan 13 14:00:50 CET 2009,,,,"Kurogami es tu tienda de importación japonesa!! manga, anime, videojuegos, J-pop, merchandising, figuras, gashapon, resinas, j-dolls y MUCHO MÁS...",,http://pbs.twimg.com/profile_images/1186160140657090560/_o2dD6J5_bigger.jpg,219,17569,kurogami_team,Alicante | Spain,,,
@draugrinn,@draugrinn,<[2020-04-27T15:18:24.546Z]>,User,,,,,,,Sun Jun 30 21:10:01 CEST 2019,,,,empezando en twitch uwu,,http://pbs.twimg.com/profile_images/1146233987834273792/8G8HiaNC_bigger.jpg,182,25,Ray,"Sevilla, España",,,
@vinic45203019,@vinic45203019,<[2020-04-27T15:18:25.224Z]>,User,,,,,,,Tue Oct 29 18:56:40 CET 2019,,,,SOY UNA PERSONA SiNCERA de CONVICCIÓN y PRINCIPIOS,,http://pbs.twimg.com/profile_images/1232701089591496704/quQ61yKR_bigger.jpg,249,26,ViNiC,,,,
@adrianafabrega3,@adrianafabrega3,<[2020-04-27T15:18:25.224Z]>,User,,,,,,,Fri Jan 10 16:03:53 CET 2020,,,,"La vida no consiste en encontrarse a uno mismo, sino en crearse a uno mismo.",,http://pbs.twimg.com/profile_images/1215652229383933960/nyCeuXIl_bigger.jpg,4544,1392,adriana fabregas,venezuela,,,
@sextodecirculo,@sextodecirculo,<[2020-04-27T15:18:29.794Z]>,User,,,,,,,Mon Oct 01 08:24:46 CEST 2018,,,,Analista en @SabaConsultores Agencia consultora | Especialistas en Estadística,,http://pbs.twimg.com/profile_images/1046663010704486400/w-78-Lvf_bigger.jpg,87,15,Adolfo González,,,,
@mariluna_23,@mariluna_23,<[2020-04-27T15:18:57.506Z]>,User,,,,,,,Tue Feb 26 17:10:00 CET 2019,,,,Sonriente siempre sonriente. La vida es una sola y hay que vivirla siempre feliz.,,http://pbs.twimg.com/profile_images/1111310395367739392/IQOvzeO2_bigger.jpg,37,9,MariLu,,,,
@f_fernandez_f,@f_fernandez_f,<[2020-04-27T15:19:19.749Z]>,User,,,,,,,Fri May 28 01:57:40 CEST 2010,,,,"Escritor, bloguero, conductor de radio.",,http://pbs.twimg.com/profile_images/3119148058/0f3774e396d2011ee6fde48ce2c06ef1_bigger.jpeg,329,3394,Fernando Fernández,México DF,,,
@loreac,@loreac,<[2020-04-27T15:19:19.749Z]>,User,,,,,,,,,,,,,,,,,,,,
@festassantacruz,@festassantacruz,<[2020-04-27T15:20:08.657Z]>,User,,,,,,,Tue Jul 30 23:35:37 CEST 2013,,,,"Comisión de festas de Santa Cruz #AgostoSabeaSantaCruz 15179
http://instagram.com/festassantacruz
fiestasdesantacruz2014@gmail.com",,http://pbs.twimg.com/profile_images/1115344715547910149/BGlaVzFx_bigger.jpg,79,565,Festas de Santa Cruz,"Santa Cruz, Oleiros, A Coruña",,,
@percastan,@percastan,<[2020-04-27T15:20:50.879Z]>,User,,,,,,,Fri Mar 14 09:06:14 CET 2014,,,,,,http://pbs.twimg.com/profile_images/444389335853309952/cf3FFcvQ_bigger.jpeg,80,82,Antonio Castelló,,,,
@jaguirre2022,@jaguirre2022,<[2020-04-27T15:20:57.671Z]>,User,,,,,,,Wed Nov 27 23:04:35 CET 2019,,,,"Antofagastina, Coordinadora Territorial Regional SEREMI de Medio Ambiente.",,http://pbs.twimg.com/profile_images/1235257857416794113/e0UEbyl9_bigger.jpg,223,65,Yasna Aguilera,Chile,,,
@conaf_minagri,@conaf_minagri,"<[2020-04-27T15:20:57.671Z, 2020-04-27T15:20:57.672Z]>",User,,,,,,,Fri Jul 30 17:21:07 CEST 2010,,,,"Twitter Oficial de la Corporación Nacional Forestal, del Gobierno de Chile. 

Síguenos en http://facebook.com/CONAF/ y en http://instagram.com/conaf_minagri/",,http://pbs.twimg.com/profile_images/983702708677902338/sDmg6thW_bigger.jpg,732,149361,CONAF,"Paseo Bulnes 285, Santiago",,,
@cristiansalasp,@cristiansalasp,"<[2020-04-27T15:20:57.671Z, 2020-04-27T15:20:57.672Z]>",User,,,,,,,,,,,,,,,,,,,,
@alfonsovanher,@alfonsovanher,<[2020-04-27T15:22:10.927Z]>,User,,,,,,,Tue Feb 19 18:41:14 CET 2019,,,,,,http://pbs.twimg.com/profile_images/1116084713058373636/gg2z_T6W_bigger.jpg,49,13,VanherAlfonso,,,,
@amestanteria,@amestanteria,<[2020-04-27T15:23:56.172Z]>,User,,,,,,,Wed Aug 28 13:35:32 CEST 2019,,,,"Productora de animación. 
Animation production.",,http://pbs.twimg.com/profile_images/1227857013205536768/JfQstZQ9_bigger.jpg,909,709,AM_estantería,Madrid,,,
@enjeroglificos,@enjeroglificos,<[2020-04-27T15:23:56.172Z]>,User,,,,,,,Wed Jan 06 23:10:32 CET 2016,,,,"Writer. Goodreads Author.
Read me and you'll know me ✨",,http://pbs.twimg.com/profile_images/1117569180809691136/7VZnH_nP_bigger.png,3614,2122,Júpiter Menfis,,,,
@requetecompeti1,@requetecompeti1,<[2020-04-27T15:25:10.307Z]>,User,,,,,,,Sat Sep 28 17:44:37 CEST 2019,,,,,,http://pbs.twimg.com/profile_images/1177976513246961665/VPXvSqkk_bigger.jpg,122,16,Requetecompetidora,,,,
@igarciaserena,@igarciaserena,<[2020-04-27T15:25:10.307Z]>,User,,,,,,,,,,,,,,,,,,,,
@brayanstar4,@brayanstar4,<[2020-04-27T15:25:44.689Z]>,User,,,,,,,Mon Feb 26 06:10:42 CET 2018,,,,"Amante del Mundo y Sus cualidades 
Ecxelente ser Humano 
Enfermero de cuidado Crítico 
Un Amigo Más Para Razonar el día a día",,http://pbs.twimg.com/profile_images/1249053151677886466/-y7bT_-S_bigger.jpg,541,213,UnEnfermeroMas,"Barranquilla, Colombia",,,
@martinarossole,@martinarossole,<[2020-04-27T15:25:47.643Z]>,User,,,,,,,Tue Oct 26 19:50:42 CEST 2010,,,,Filòloga catalana. He estat molts anys editant llibres. Ara docent a un institut a Barcelona.,,http://pbs.twimg.com/profile_images/1084583546780614657/vSgjlB5o_bigger.jpg,1272,512,Martina Ros Sole,"Barcelona, Catalonia, Spain",,,
@soniaizga,@soniaizga,<[2020-04-27T15:25:47.643Z]>,User,,,,,,,,,,,,,,,,,,,,
@chiledespierta4,@chiledespierta4,<[2020-04-27T15:27:38.379Z]>,User,,,,,,,Tue Aug 20 22:56:27 CEST 2019,,,,"No+ Duopolio q mata al #mapuche y oprime al pueblo de #Chile, ellos traicionaron a los #chilenos #AsambleaConstituyente #libertad!💪🏻🤨",,http://pbs.twimg.com/profile_images/1165012779868315648/kRipeIWo_bigger.jpg,233,293,@ChileDespierta,,,,
